artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,is_local
Raaban,Bad Boy (feat. Luana Kiara),Bad Boy (feat. Luana Kiara),64p6ua7zpf66s62StC2QLv,0.644,0.892,0,-1.1,0,0.0567,0.000113,0.0893,0.767,180.044,190674,4,70.0,False
Vicetone,Nevada,Nevada,02shCNmb6IvgB5jLqKjtkK,0.605,0.783,3,-4.271,1,0.0324,0.000175,0.133,0.105,124.015,208562,4,73.0,False
K-391,Play,Play,4jp4Z02kzzg8gK0NmDGgml,0.52,0.798,6,-5.498,0,0.0391,0.0,0.0932,0.168,101.944,167977,4,73.0,False
Imran Khan,Satisfya,Satisfya,6HGoVbCUr63SgU3TjxEVj6,0.726,0.652,1,-7.764,0,0.11,3.32e-05,0.226,0.803,163.879,180056,4,71.0,False
The Kid LAROI,F*CK LOVE 3: OVER YOU,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0.0,0.103,0.478,169.928,141806,4,40.0,False
Badshah,Jugnu,Jugnu,2NTVtNcpC0i1R7LVGaCZCF,0.716,0.803,10,-5.14,0,0.0445,0.0,0.0817,0.325,124.961,230400,4,75.0,False
Rarin,YESSIR!,YESSIR!,2exdDhuNjyxtmJIKkbSWbo,0.769,0.612,2,-6.727,1,0.343,0.0,0.0953,0.394,174.135,110345,4,61.0,False
Ed Sheeran,÷ (Deluxe),Shape of You,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.0,0.0931,0.931,95.977,233713,4,89.0,False
Dwayne Bravo,Champion,Champion,6AxialEjIE7B74QNAs1PGu,0.94,0.808,7,-5.817,1,0.257,1.07e-05,0.213,0.544,105.029,149002,4,45.0,False
DJ Snake,Carte Blanche,Magenta Riddim,3dsyqPDiWYYilRZNBxgxHE,0.602,0.892,10,-3.66,0,0.0672,0.813,0.304,0.57,102.047,194490,4,65.0,False
J Balvin,Mi Gente,Mi Gente,4ipnJyDU3Lq15qBAYNqlqK,0.774,0.687,11,-4.818,0,0.0584,1.17e-05,0.128,0.308,104.959,189440,4,71.0,False
DJ Snake,Carte Blanche,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",0KoiMHhqKLoL4xM54rcWYY,0.842,0.801,8,-4.167,0,0.228,4.82e-06,0.0642,0.617,95.881,212500,4,75.0,False
Willy William,Une seule vie,Paris,3Bcy97tuOIeOBMto99fASR,0.711,0.777,1,-6.599,0,0.0332,0.000197,0.118,0.253,102.023,195294,4,14.0,False
Garmiani,Voodoo (feat. Walshy Fire),Voodoo (feat. Walshy Fire),4I6Oju4HroXhn54k8Kkxh8,0.855,0.994,5,-1.573,1,0.0977,1.01e-05,0.635,0.858,128.003,144609,4,49.0,False
Otilia,Bilionera (Radio Edit),Bilionera - Radio Edit,0sWilEfhUbTedj2CF073St,0.66,0.87,3,-1.822,0,0.0601,0.0138,0.122,0.807,170.193,185294,4,27.0,False
Ilkay Sencan,Rockstar,Rockstar,4OgwXdylh75fHfwUzJTUqg,0.771,0.826,11,-3.978,1,0.0604,0.03,0.145,0.185,100.012,212280,4,71.0,False
Robert Cristian,Whoopty,Whoopty,6hDkWFmYVXlrBT6krwxPVg,0.629,0.707,11,-7.616,1,0.415,0.000859,0.0959,0.579,157.983,130938,4,61.0,False
Ricii Lompeurs,MONSTER,MONSTER,10jORxHmIvsVsayZR6NeUh,0.827,0.524,2,-6.224,1,0.109,0.127,0.108,0.348,90.035,200072,4,43.0,False
XZEEZ,Ploua,Ploua,6D5WL5k84HzP4vf58j8AhL,0.86,0.478,8,-7.311,0,0.16,0.701,0.104,0.545,89.997,271361,4,50.0,False
JANAGA,Малыш (XZEEZ & Ablaikan Remix),Малыш - XZEEZ & Ablaikan Remix,3qb9ZvGtgDn7mW1wCWnOiu,0.862,0.72,5,-4.894,0,0.214,0.05,0.334,0.538,109.992,244381,4,45.0,False
Zubi,Sugar (Ablaikan Remix),Sugar - Ablaikan Remix,1z2ahlGTL40vMXxQbuwiWH,0.83,0.703,10,-5.342,0,0.0435,0.629,0.141,0.539,109.998,252131,4,30.0,False
Tesher,Jalebi Baby (Tesher x Jason Derulo),Jalebi Baby (Tesher x Jason Derulo),6FvSS3Goz7OC8oCC2eWqe8,0.691,0.829,0,-7.179,1,0.0412,0.0,0.254,0.866,93.059,169154,4,73.0,False
Bruno Mars,24K Magic,24K Magic,2gFvRmQiWg9fN9i74Q0aiw,0.818,0.803,1,-4.282,1,0.0797,0.0,0.153,0.632,106.97,225983,4,66.0,False
Imagine Dragons,Evolve,Believer,0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,10,-4.374,0,0.128,0.0,0.081,0.666,124.949,204347,4,90.0,False
Led Zeppelin,Led Zeppelin III (Remaster),Immigrant Song - Remaster,78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,1,0.0554,0.169,0.349,0.619,112.937,146250,4,80.0,False
Various Artists,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),Saturday Saturday,5L9gWUx3Ystgb42kn3AF0i,0.847,0.938,8,-4.615,1,0.0974,0.0,0.107,0.786,130.02,210799,4,49.0,False
Badshah,Paani Paani,Paani Paani,47Rqh5ZSamtIOFi7G6VgFJ,0.886,0.579,0,-7.231,1,0.209,4.23e-06,0.0586,0.427,105.028,174002,4,66.0,False
BoyWithUke,Toxic,Toxic,2gQPv5jvVPqU2a9HhMNO1v,0.594,0.612,8,-6.627,0,0.363,0.0,0.461,0.687,179.629,168020,4,76.0,False
Sia,This Is Acting,Unstoppable,2J2Z1SkXYghSajLibnQHOa,0.468,0.779,9,-4.839,1,0.0779,0.000373,0.101,0.26,173.799,217747,4,83.0,False
Lil Nas X,INDUSTRY BABY 2.0,INDUSTRY BABY,5YtjgewpB55VaDbGw45uqB,0.736,0.704,3,-7.409,0,0.0615,0.0,0.0501,0.894,149.995,212000,4,59.0,False
Chri$tian Gate$,NUMB,NUMB,1BPBwKueIEMnUcbbs2te7B,0.682,0.598,8,-5.694,1,0.264,0.0,0.299,0.823,103.791,112500,4,71.0,False
Vapi,No Money (Remix),No Money (Remix),233ZYmIrIy5Znu8T6vq2rc,0.605,0.817,6,-4.272,0,0.0465,0.00758,0.263,0.307,128.947,171247,4,52.0,False
Cartoon,On & On,On & On,2uZWffKoemZDI0gHcBEcDc,0.451,0.692,11,-4.741,1,0.0398,0.0,0.115,0.423,174.122,207069,4,76.0,False
Tesher,Jalebi Baby,Jalebi Baby,6GKGoi0FHzldk1ZRQoV1fv,0.68,0.895,2,-7.144,1,0.0378,0.000374,0.145,0.824,93.037,189375,4,69.0,False
Otilia,Bilionera,Bilionera Remix - Rino Aqua & MD DJ Official Remix,2T274dS0aEl6GLlh5qSXvn,0.806,0.663,3,-5.611,0,0.127,9.62e-06,0.101,0.779,99.992,214256,4,49.0,False
LUM!X,Monster,Monster,0YU17F0BlVXvmx5ytsR43w,0.83,0.794,8,-6.279,0,0.432,0.0248,0.106,0.607,128.16,154226,4,73.0,False
Sean Paul,Mad Love The Prequel,No Lie,48QmG1dfvMuYLxMPt7KSRA,0.742,0.882,7,-2.862,1,0.117,0.0,0.206,0.463,102.04,221176,4,84.0,False
Various Artists,Tik Tik Songs 2020,Cradles,5oeK9QbzEQafe6syu89LJ5,0.453,0.597,1,-4.446,1,0.202,0.0,0.16,0.571,79.949,209450,4,1.0,False
sergionabeat,Drive Forever - Polozhenie,Drive Forever - Polozhenie,6PBj6nxICbkruUd4EOlngv,0.832,0.422,10,-9.52,0,0.0581,0.0432,0.0913,0.228,106.083,143016,4,0.0,False
TELL YOUR STORY music by Ikson™,Last Summer,Last Summer,57mYDr5l9wKhQUsFCs7Mf6,0.664,0.939,0,-3.594,1,0.0805,0.0341,0.048,0.358,179.999,166583,4,49.0,False
Adam Maniac,Kasandra,Kasandra,4qwS5J1GJjAqL83APdW8AF,0.522,0.713,10,-9.066,1,0.343,0.00256,0.142,0.407,89.554,173365,4,56.0,False
Maikkis,Kosandra,Kosandra - Remix,2xy57NLEmzuQQeBRORdaOq,0.707,0.921,7,-3.323,1,0.0738,0.0,0.0371,0.547,99.994,178561,4,15.0,False
Nikolin Patrev,LAY LAY (Remix),LAY LAY (Remix),4Ta4APDmFtI1lo8pjuYXBK,0.65,0.631,2,-12.2,1,0.0935,0.917,0.392,0.414,125.027,148329,3,55.0,False
CVRTOON,Plevne,Plevne,66G35AgNTBnGzxdRDPgqyx,0.405,0.589,8,-9.24,0,0.0549,0.717,0.108,0.0631,85.98,199240,3,56.0,False
Realkdmusic,Lai Lai Lai,Lai Lai Lai,7CltfHhdGM2Ud0UulrLKXT,0.278,0.548,3,-8.335,1,0.204,0.251,0.0801,0.488,187.593,125543,4,49.0,False
Shae Gill,Pasoori,Pasoori,7lvDsmTRXFE3dK4OjvRiWB,0.714,0.596,11,-6.206,0,0.043,0.0,0.0625,0.669,91.991,224147,4,79.0,False
Jawsh 685,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,0.767,0.481,0,-8.52,0,0.0803,0.0,0.269,0.761,150.076,171375,4,77.0,False
Techno Gamerz Ujjwal,Game On,Game On,0oekPABpNQshhsPOEkvESS,0.882,0.91,2,-4.404,1,0.246,0.0,0.247,0.755,90.995,179986,4,47.0,False
Kevin MacLeod,Missing Hits F to J,Investigations,64ZmrbiH0uMATKD9HHcOdf,0.887,0.0117,2,-24.14,0,0.076,0.152,0.117,0.366,95.005,93544,4,37.0,False
Blonde Redhead,Melody of Certain Damaged Lemons,For the Damaged Coda,7jA5OcunWRSYXq98puhAX8,0.499,0.468,0,-9.995,0,0.0396,0.88,0.0899,0.0763,141.463,157000,4,0.0,False
Bobby Cole,The Sound of Kids Having Fun,Do the Funky Strut,4QsQxaAtHurZfhgfd1ndl8,0.812,0.731,0,-5.54,1,0.0781,0.9,0.0713,0.895,114.987,194000,4,31.0,False
Kevin MacLeod,Mystery,Sneaky Snitch,7I31xQWQOO9bVYRkJumQIf,0.905,0.0698,2,-22.736,1,0.112,0.937,0.102,0.417,87.036,136620,4,0.0,False
Toby Fox,DELTARUNE Chapter 1 (Original Game Soundtrack),Rude Buster,322mgWaD4DetiHmoDVlwWc,0.467,0.993,2,-8.237,1,0.0575,0.972,0.0968,0.806,140.024,75429,4,59.0,False
Toby Fox,UNDERTALE Soundtrack,Shop,5OyWN37xTdZtjbSQ15FA8K,0.696,0.3,8,-12.647,1,0.0321,0.681,0.17,0.849,154.923,50274,4,58.0,False
Alec Koff,Suspense,The Dark Night,1byg1t95wbAWejNqGxlW3H,0.585,0.634,2,-15.022,1,0.0359,0.561,0.0891,0.0382,117.987,97627,4,25.0,False
Toby Fox,UNDERTALE Soundtrack,sans.,26lWYpgbcknITI0Fy1eZDs,0.809,0.81,8,-13.321,1,0.112,0.715,0.0702,0.857,128.007,50625,4,61.0,False
Baulander,BauBeatz,Forget Me Not,46ATgc1B5Y1tAnImGzOreH,0.581,0.947,7,-7.444,0,0.0402,0.905,0.0776,0.35,129.997,195762,4,24.0,False
Cjbeards,Fire and Thunder,Fire and Thunder,7n38K4iK5k5StBIg7ntdqq,0.432,0.538,6,-13.302,0,0.0366,0.755,0.0763,0.105,138.076,262780,4,37.0,False
Broderick Jones,Pokemon Ü,Pokemon Ü,3dQci9qXkUUSoour1yruKo,0.652,0.902,7,-4.216,0,0.191,0.000229,0.161,0.141,149.894,193081,4,48.0,False
Various Artists,Brown Munde,Brown Munde,58f4twRnbZOOVUhMUpplJ4,0.854,0.611,8,-6.26,0,0.0864,0.0,0.119,0.417,100.024,254400,4,75.0,False
DJ Challenge X,TikTok Hits 2022,Toxic,3dBcfaBGcUYJyZ7hnk8Eud,0.726,0.588,6,-4.471,1,0.103,0.0,0.267,0.887,179.921,165877,4,45.0,False
Lost Sky,Fearless,Fearless,7xkCeK3qzCyf43cF8yN7Xt,0.669,0.937,6,-4.325,1,0.0397,0.783,0.118,0.344,110.008,194284,4,68.0,False
Lost Sky,Fearless Pt. II,Fearless Pt. II,4y1nvncvBhdoelqPMyXxis,0.731,0.928,6,-4.28,1,0.0514,0.00121,0.119,0.326,109.997,194182,4,75.0,False
r1vru,Mask Off,Mask Off - Aesthetic Remix,2gLJSeCUtWPcA9LE0mIMZM,0.637,0.387,0,-16.364,1,0.229,0.966,0.376,0.627,77.955,139546,4,0.0,False
Serena,Safari (Gritty Remix),Safari - Gritty Remix,2AnMndnV7XFk3VuuCPy6Zk,0.814,0.578,5,-6.612,0,0.0415,0.00134,0.123,0.262,102.971,195516,4,59.0,False
Music Falcon,Coffin Dance,Coffin Dance,50fboiidqkAhrE5dNueFKR,0.728,0.479,4,-10.786,1,0.0343,0.733,0.349,0.117,124.075,135847,4,55.0,False
Ed Sheeran,Perfect (Mike Perry Remix),Perfect - Mike Perry Remix,5AJgjETGRZMlONKiKzYCUy,0.732,0.756,5,-4.309,0,0.0324,0.0,0.13,0.343,113.98,221333,3,43.0,False
Various Artists,,,22qqToXc5l7Wkh9GcVTcet,0.7,0.91,2,-4.993,1,0.193,1.26e-05,0.307,0.788,159.968,164979,4,0.0,False
DJ Gotta,Call Me When You Want Call Me When You Need,Call Me When You Want Call Me When You Need,0QfppqtzzFYz9GCQJPNlot,0.73,0.434,11,-8.187,1,0.0497,0.0,0.18,0.817,178.956,129281,4,56.0,False
Ajey Nagar (CarryMinati),Vardaan,Vardaan,0MRg2bzlVhGQTi4ecu792k,0.675,0.735,9,-10.894,0,0.381,0.0,0.152,0.139,95.0,202105,4,59.0,False
Mario Nandayapa Quartet,Astronomia 2k19 - Coffin Dance (Marimba version),Astronomia 2k19 - Coffin Dance - Marimba version,1jcMs2RxFfOwK8xmF2NsM1,0.262,0.637,6,-10.069,0,0.033,0.166,0.224,0.119,119.246,147084,4,13.0,False
Kygo,Cloud Nine,Stay (feat. Maty Noyes),2FiSTH0GYpIioUgjfzMIja,0.648,0.736,8,-7.948,1,0.0385,0.000137,0.171,0.378,103.027,239465,4,64.0,False
Isyan Tetick,Patlamaya Devam,Patlamaya Devam,2iVVmYXEX92pAJdwT53hX6,0.849,0.632,4,-7.206,0,0.323,0.0,0.0947,0.639,101.56,143500,4,56.0,False
Isyan Tetick,Patlamaya Devam (Remix),Patlamaya Devam - Remix,7o1yDKg89prcwkOSnDVGcO,0.897,0.538,7,-8.517,1,0.198,0.0,0.117,0.57,100.991,152160,4,30.0,False
Masked Wolf,Astronaut In The Ocean,Astronaut In The Ocean,3Ofmpyhv5UAQ70mENzB277,0.778,0.695,4,-6.865,0,0.0913,0.0,0.15,0.472,149.996,132780,4,78.0,False
Eminem,The Marshall Mathers LP,Stan,3UmaczJpikHgJFyBTAJVoz,0.78,0.768,6,-4.325,0,0.238,2.34e-06,0.518,0.507,80.063,404107,4,85.0,False
RealestK,WFM,WFM,18ddJHQ7CUzNBiy55L0Xjj,0.437,0.184,1,-17.667,1,0.0313,0.00253,0.113,0.247,80.088,136000,4,0.0,False
The Kiffness,Ievan Polkka (Club Remix),Ievan Polkka - Club Remix,3hModOZHTKRQBfjIHPHZt7,0.823,0.889,1,-5.784,0,0.0427,0.0285,0.216,0.863,119.024,180882,4,0.0,False
KSHMR,One More Round (Free Fire Booyah Day Theme Song),One More Round (Free Fire Booyah Day Theme Song),5t9YU2mww4eiFCeTBy3EFU,0.472,0.88,4,-5.246,0,0.0926,1.46e-05,0.1,0.43,125.026,201246,4,53.0,False
Alok,Vale Vale,Vale Vale,0sfgF2kM3yrZbkLmAbjSo6,0.475,0.896,1,-5.696,0,0.0765,0.0734,0.429,0.305,133.998,193433,4,49.0,False
Axel Johansson,Love How It Hurts (feat. Tina Stachowiak),Love How It Hurts (feat. Tina Stachowiak),2Y6wXxB9QpckJTkFkcUY3o,0.616,0.714,7,-6.042,1,0.0332,7.78e-05,0.158,0.18,99.961,199800,4,49.0,False
Alan Walker,Live Fast (Japan Exclusive),The Spectre,13I9qqQBL23ZPxFCUO967w,0.654,0.711,1,-7.438,0,0.0383,0.00191,0.0903,0.198,127.957,193788,4,41.0,False
Korn,Follow The Leader,Freak On a Leash,6W21LNLz9Sw7sUSNWMSHRu,0.353,0.898,2,-5.877,1,0.052,0.105,0.39,0.525,103.293,255733,4,79.0,False
Korn,Issues,Falling Away from Me,2F6FfZ4w8z3eJpSxPotVO5,0.468,0.769,4,-7.036,1,0.041,0.00124,0.271,0.17,104.102,270920,4,75.0,False
Korn,See You On the Other Side,Coming Undone,6p2liQLGoDaLXgND68bfVt,0.687,0.677,2,-4.172,1,0.0508,0.000146,0.0564,0.546,75.052,199773,4,15.0,False
Korn,See You On the Other Side,Twisted Transistor,77VW8u6inET54YAKN1RSnd,0.58,0.983,5,-3.291,0,0.0636,0.00694,0.0801,0.416,110.053,188933,4,1.0,False
Limp Bizkit,Significant Other,Break Stuff,5cZqsjVs6MevCnAkasbEOX,0.432,0.884,8,-6.659,1,0.13,0.000527,0.166,0.624,108.948,166707,4,82.0,False
System Of A Down,Toxicity,Chop Suey!,2DlHlPMa4M17kufBvI2lEN,0.417,0.934,7,-3.908,0,0.119,0.0015,0.132,0.287,127.066,210240,4,86.0,False
Rob Zombie,Hellbilly Deluxe,Dragula,6Nm8h73ycDG2saCnZV8poF,0.591,0.963,0,-6.489,0,0.0531,0.000107,0.0781,0.609,125.03,222827,4,79.0,False
Rammstein,Sehnsucht,Du hast,1dS1SUD3vr0McKwez9MqAY,0.638,0.918,9,-6.294,0,0.0385,0.0706,0.331,0.723,125.066,234227,4,0.0,False
System Of A Down,Toxicity,Toxicity,0snQkGI5qnAmohLE7jTsTn,0.413,0.873,8,-4.151,1,0.0536,0.00249,0.204,0.48,116.68,218933,3,84.0,False
Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Killing In The Name,59WN2psjkt1tyaxjspN8fp,0.466,0.833,7,-4.215,1,0.304,0.0,0.0327,0.661,88.785,313573,4,82.0,False
Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,My Way,2gSVKxPDww9Eep5rdvtdem,0.576,0.864,6,-3.981,1,0.0462,1.68e-06,0.683,0.609,97.225,272973,4,75.0,False
Saliva,Every Six Seconds,Click Click Boom,1LMVGL3030W3mGmRrd2hCm,0.607,0.935,6,-2.918,1,0.0506,0.000221,0.195,0.51,95.97,252400,4,0.0,False
Rage Against The Machine,Evil Empire,Bulls On Parade,0tZ3mElWcr74OOhKEiNz1x,0.412,0.919,5,-7.291,1,0.184,0.0601,0.424,0.572,166.367,229467,4,77.0,False
Alien Ant Farm,Anthology,Smooth Criminal,5z6xHjCZr7a7AIcy8sPBKy,0.653,0.964,9,-4.261,0,0.0582,0.00512,0.144,0.87,126.928,209267,4,77.0,False
Powerman 5000,Tonight The Stars Revolt,When Worlds Collide,6aF5JtQSrh7wNrkDE9B0My,0.56,0.903,11,-4.77,1,0.0754,0.0,0.291,0.581,143.821,177960,4,68.0,False
P.O.D.,Satellite (U.S. Version),Youth of the Nation,0UrWr7Jnu1heq1o99ZwUd0,0.563,0.86,8,-7.533,1,0.0621,0.0106,0.39,0.517,97.867,256240,4,73.0,False
Rage Against The Machine,The Battle Of Los Angeles,Guerrilla Radio,1wsRitfRRtWyEapl0q22o8,0.599,0.957,11,-5.764,1,0.188,7.06e-05,0.155,0.489,103.68,206200,4,73.0,False
Three Days Grace,Three Days Grace,I Hate Everything About You,0M955bMOoilikPXwKLYpoi,0.498,0.83,6,-5.157,0,0.0421,0.0,0.139,0.453,89.342,231480,4,76.0,False
Godsmack,Godsmack,Voodoo,5uGsG0LfotfWDq6hql4h53,0.778,0.613,10,-9.897,0,0.0488,2.56e-06,0.102,0.853,120.005,282653,4,66.0,False
Godsmack,The Oracle (Deluxe Edition),Cryin' Like A Bitch!!,4a9i7rCLfPjbS1sNamZeQN,0.543,0.808,10,-5.484,1,0.0407,0.00336,0.114,0.472,95.19,201667,4,67.0,False
Staind,Dysfunction,Mudshovel,6264zKFgXM13JuRBX4MMyD,0.328,0.826,6,-5.085,1,0.0362,0.000944,0.0818,0.341,106.606,282093,4,67.0,False
Chevelle,Wonder What's Next (Expanded Edition),Send the Pain Below,6dRAAG4sB71NAtVCHJep7s,0.468,0.851,11,-3.617,1,0.0398,0.00483,0.0644,0.293,92.079,252360,4,67.0,False
Kid Rock,Devil Without a Cause,Bawitdaba,0f37VQs969vZUL4gVfHRV9,0.551,0.939,11,-5.371,1,0.171,0.000239,0.109,0.367,90.592,265840,4,68.0,False
Theory of a Deadman,Scars & Souvenirs (Special Edition),Bad Girlfriend,5m7on0zpnmeAXy72ANrmfU,0.504,0.957,0,-2.657,1,0.0529,0.0,0.187,0.676,135.013,205627,4,68.0,False
Avenged Sevenfold,Nightmare,Nightmare,4UEo1b0wWrtHMC8bVqPiH8,0.554,0.949,2,-4.928,1,0.0787,9.98e-05,0.2,0.233,129.984,374453,4,74.0,False
Skillet,Awake,Monster,2UREu1Y8CO4jXkbvqAtP7g,0.64,0.957,8,-2.336,1,0.0741,0.0,0.0789,0.692,134.992,178013,4,80.0,False
Orgy,Candyass,Blue Monday,5267gVdYWrLoz6ClOhlqmE,0.589,0.696,8,-8.109,1,0.034,3.43e-05,0.0779,0.938,129.833,267000,4,64.0,False
Nine Inch Nails,The Downward Spiral,Closer,39tLc4Xp58Lu4KcWHggeE2,0.559,0.725,10,-8.631,0,0.0426,0.553,0.112,0.501,90.012,373307,4,0.0,False
Puddle Of Mudd,Come Clean,She Hates Me,1uwTmwkjv7wFImfzegvdI6,0.575,0.746,4,-5.393,1,0.0326,0.0,0.768,0.607,109.789,216640,4,0.0,False
Dire Straits,Brothers in Arms,Money for Nothing,4yqtwO7MQIIXqoiRBPHAgR,0.667,0.655,2,-9.339,0,0.0367,0.000894,0.0641,0.657,134.212,506400,4,67.0,False
Dire Straits,Dire Straits,Sultans of Swing,6cr6UDpkjEaMQ80OjWqEBQ,0.73,0.868,5,-7.325,1,0.0288,0.0661,0.318,0.923,148.217,350400,4,70.0,False
Led Zeppelin,Led Zeppelin IV (Deluxe Edition),Stairway to Heaven - Remaster,5CQ30WqJwcep0pYcV4AMNc,0.338,0.34,9,-12.049,0,0.0339,0.0032,0.116,0.197,82.433,482830,4,81.0,False
Led Zeppelin,Led Zeppelin II (1994 Remaster),Whole Lotta Love - 1990 Remaster,0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9,-11.6,1,0.405,0.131,0.405,0.422,89.74,333893,4,78.0,False
Led Zeppelin,Led Zeppelin IV (Deluxe Edition),Black Dog - Remaster,3qT4bUD1MaWpGrTwcvguhb,0.437,0.864,4,-7.842,0,0.0904,0.0314,0.242,0.749,81.394,295387,4,75.0,False
Led Zeppelin,Led Zeppelin III (Remaster),Immigrant Song - Remaster,78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,1,0.0554,0.169,0.349,0.619,112.937,146250,4,80.0,False
AC/DC,Back In Black,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.00965,0.0828,0.763,188.386,255493,4,85.0,False
Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Fake It,4eAwB5pnKFTmsgc3zWoYO0,0.611,0.95,8,-3.509,1,0.0518,1.59e-06,0.0543,0.607,132.078,193893,4,77.0,False
Chevelle,Wonder What's Next (Expanded Edition),The Red,1gyee1JuFFiP476LQpRMYU,0.509,0.843,1,-3.318,0,0.0488,0.000803,0.348,0.332,140.055,238400,3,72.0,False
System Of A Down,Mezmerize,B.Y.O.B.,0EYOdF5FCkgOJJla8DI2Md,0.538,0.981,1,-2.688,0,0.14,0.0,0.219,0.711,101.414,255467,4,79.0,False
Mudvayne,Lost and Found,Happy?,0INUE1K7cEiE8VH63Rv5RJ,0.546,0.97,5,-2.661,0,0.097,2.08e-05,0.275,0.383,100.065,216427,4,72.0,False
Static-X,Wisconsin Death Trip,Push It,6O7pihLJgeqxUnG7u9oYL2,0.557,0.978,0,-3.965,1,0.0493,4.42e-06,0.287,0.499,149.887,154907,4,67.0,False
Avenged Sevenfold,Hail to the King,Hail to the King,5anCkDvJ17aznvK5TED5uo,0.58,0.916,3,-4.358,0,0.0387,0.0259,0.126,0.683,118.004,305907,4,79.0,False
Treyarch Sound,Call of Duty: Black Ops – Zombies Soundtrack,115,3lpnYiJSFZmtsIM13OyRfa,0.366,0.933,8,-3.808,1,0.172,2.07e-06,0.102,0.677,199.984,228160,4,0.0,False
Johnny Cash,American II: Unchained,Rusty Cage,4VNvzf9nHWAZBHAJxfzVcy,0.543,0.723,2,-5.889,1,0.0332,0.00316,0.314,0.496,112.061,168400,4,56.0,False
Crossfade,Crossfade,Cold,6ZxrUCaynLgKSUudACOTwj,0.451,0.815,2,-5.55,0,0.0368,0.0,0.27,0.618,147.974,194227,4,71.0,False
Crossfade,Crossfade,Colors,1ZtVN326V42hioNyRjU4P2,0.337,0.835,2,-6.351,0,0.057,0.0,0.0945,0.418,87.561,198533,4,65.0,False
Mudvayne,L.D. 50,Dig,7vrLphPq4yjaX7jiDdd2Nc,0.623,0.983,11,-3.548,0,0.151,0.0617,0.261,0.271,134.975,162293,4,65.0,False
Saving Abel,Saving Abel,Addicted,3pxCXv0NACYfYnLjFcQW5D,0.512,0.864,7,-4.146,1,0.0338,0.0,0.0982,0.527,138.018,222827,4,71.0,False
Puddle Of Mudd,Famous,Psycho,3e2KBwxibC1rq4bA5TNKW2,0.573,0.897,1,-3.549,1,0.0553,0.0,0.278,0.463,126.034,210653,4,66.0,False
Finger Eleven,Them Vs. You Vs. Me (Deluxe Edition),Paralyzer,28IEbk5a7twNTbUEvWslUb,0.644,0.939,11,-3.486,0,0.0456,0.0,0.233,0.861,106.031,208107,4,77.0,False
System Of A Down,System Of A Down,Sugar,31RTFPrB7wmYBhlkM2ILXG,0.451,0.889,1,-2.693,1,0.261,0.00215,0.258,0.586,131.073,153800,4,75.0,False
My Darkest Days,My Darkest Days,Porn Star Dancing,3Q8zopc4ABXhysDb1sgLVW,0.477,0.917,2,-3.399,1,0.0814,0.0,0.0756,0.267,160.021,199013,4,69.0,False
Theory of a Deadman,Wake Up Call,Rx (Medicate),2UZtI2HUyLRzqBjodvcUmY,0.639,0.71,1,-7.445,1,0.0275,0.0,0.118,0.378,119.989,233173,4,69.0,False
Theory of a Deadman,The Truth Is... (Special Edition),Bitch Came Back,6kp8F9FpHXzjga2MeRDSG8,0.58,0.877,1,-4.193,0,0.0395,0.0,0.322,0.614,129.968,219360,4,63.0,False
Stone Sour,Come What(ever) May [10th Anniversary Edition],Through Glass,5NeIONQWJ25uPylJBJiO4c,0.545,0.753,3,-4.618,0,0.036,0.0,0.389,0.434,105.754,282947,4,72.0,False
Seether,Disclaimer II,Broken,507bYMYfbm6sUS9iEAaeSd,0.448,0.61,3,-2.695,0,0.0342,0.000491,0.135,0.214,123.762,258333,4,72.0,False
Buzzhorn,Ordinary (Online Music),Ordinary,2yo9CwbcTv23vhIcGL8dno,0.37,0.931,7,-3.657,1,0.054,0.000275,0.175,0.366,177.393,189360,4,38.0,False
Led Zeppelin,Houses of the Holy (1994 Remaster),Over the Hills and Far Away - 1990 Remaster,5KXdflxoxCcE9m5F2QoAUY,0.412,0.54,7,-13.897,1,0.0516,0.0717,0.0849,0.299,96.783,289360,4,0.0,False
The Police,Outlandos D'Amour,Roxanne - Remastered 2003,0SYRVn2YF7HBscQEmlkpTI,0.608,0.746,0,-8.851,1,0.354,2.39e-06,0.043,0.745,134.03,191947,4,0.0,False
